ticker;filing_day;filedAt;entry_datetime;entry_price;entry_price_news;kind;horizon_days;ret_open_%;ret_news_%;exit_open_price;exit_news_price
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;mean;30;-1.17;-1.17;23.965370833333335;23.965370833333335
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;high;60;4.54;4.54;25.351;25.351
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;low;60;-5.53;-5.53;22.909;22.909
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;mean;60;-1.01;-1.01;24.0041475;24.0041475
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;high;90;4.54;4.54;25.351;25.351
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;low;90;-5.53;-5.53;22.909;22.909
OVLY;2024-02-28;2024-02-28T12:32:41-05:00;2024-02-28 12:47;24.25;24.25;mean;90;-1.36;-1.36;23.92021136363637;23.92021136363637
NHI;2024-02-28;2024-02-28T18:20:46-05:00;2024-02-29 09:30;59.2;58.74;high;1;0.48;1.27;59.4842;59.486
NHI;2024-02-28;2024-02-28T18:20:46-05:00;2024-02-29 09:30;59.2;58.74;low;1;-4.22;-3.47;56.7018;56.7017
NHI;2024-02-28;2024-02-28T18:20:46-05:00;2024-02-29 09:30;59.2;58.74;mean;1;-2.18;-1.41;57.91;57.91
NHI;2024-02-28;2024-02-28T18:20:46-05:00;2024-02-29 09:30;59.2;58.74;high;2;0.48;1.27;59.4842;59.486
NHI;2024-02-28;2024-02-28T18:20:46-05:00;2024-02-29 09:30;59.2;58.74;low;2;-4.22;-3.47;56.7018;56.7017
NHI;2024-02-28;2024-02-28T18:20:46-05:00;2024-02-29 09:30;59.2;58.74;mean;2;-2.08;-1.31;57.968333333333334;57.968333333333334
NHI;2024-02-28;2024-02-28T18:20:46-05:00;2024-02-29 09:30;59.2;58.74;high;3;0.48;1.27;59.4842;59.486
NHI;2024-02-28;2024-02-28T18:20:46-05:00;2024-02-29 09:30;59.2;58.74;low;3;-4.22;-3.47;56.7018;56.7017
NHI;2024-02-28;2024-02-28T18:20:46-05:00;2024-02-29 09:30;59.2;58.74;mean;3;-2.03;-1.26;57.9984375;57.9984375
NHI;2024-02-28;2024-02-28T18:20:46-05:00;2024-02-29 09:30;59.2;58.74;high;5;0.48;1.27;59.4842;59.486
